P34Bminus	1	1	0	1	0.0000	0	-159.6280	-164.2197	0.04261795
P34Bminus	1	2	2	1	2.1276	0	-159.6280	-164.2197	0.07220920
P34Bminus	1	4	0	1	3.9164	0	-159.6280	-164.2197	0.00643565
P34Bminus	1	5	1	0	4.0747	0	-159.6280	-164.2197	0.02562079
P34Bminus	1	6	2	1	4.1148	0	-159.6280	-164.2197	0.08102006
Ar32Bplus	1	4	1	1	1.1686	0	-118.7808	-130.6927	0.70565522
Ar32Bplus	1	7	1	1	2.2102	0	-118.7808	-130.6927	0.00773736
Ar32Bplus	1	29	0	2	5.0463	0	-118.7808	-130.6927	4.069982632
Ar34Bplus	1	2	0	1	0.0000	0	-151.1005	-157.9454	2.01368973
Ar34Bplus	1	3	1	1	0.4608	0	-151.1005	-157.9454	0.03010181
Ar34Bplus	1	4	1	1	0.6658	0	-151.1005	-157.9454	0.10199821
Ar34Bplus	1	10	1	0	2.5795	0	-151.1005	-157.9454	0.46622178
Ar34Bplus	1	12	1	0	3.1292	0	-151.1005	-157.9454	2.14088114
S35Bminus	1	1	1.5	0.5	0.0000	0	-171.2056	-170.5904	0.06022718
Ar35Bplus	1	1	1.5	0.5	0.0000	0	-163.8420	-170.5904	1.08790897
Ar35Bplus	1	2	0.5	0.5	1.2192	0	-163.8420	-170.5904	0.04984167
Ar35Bplus	1	3	2.5	0.5	1.7631	0	-163.8420	-170.5904	0.02058698
Ar35Bplus	1	4	1.5	0.5	2.6452	0	-163.8420	-170.5904	0.06303657
Ar35Bplus	1	6	2.5	0.5	3.0023	0	-163.8420	-170.5904	0.11444388
Ar35Bplus	1	7	1.5	0.5	3.9182	0	-163.8420	-170.5904	0.08102006
Ar35Bplus	1	8	0.5	0.5	3.9677	0	-163.8420	-170.5904	0.09519027
Ar37Bplus	1	1	1.5	0.5	0.0000	0	-187.8848	-189.4811	0.04875201
K36Bplus	1	2	2	0	1.9708	0	-165.5097	-179.0974	0.10199821
K36Bplus	1	3	2	0	4.4415	0	-165.5097	-179.0974	0.07737356
K36Bplus	1	7	2	1	6.6121	0	-165.5097	-179.0974	1.98880662
K36Bplus	1	10	3	0	7.1409	0	-165.5097	-179.0974	0.05352942
K36Bplus	1	11	3	1	7.3387	0	-165.5097	-179.0974	0.18138132
K37Bplus	1	1	1.5	0.5	0.0000	0	-180.9550	-187.8848	1.35391860
K37Bplus	1	2	0.5	0.5	1.4098	0	-180.9550	-187.8848	0.00025621
K37Bplus	1	4	2.5	0.5	2.7961	0	-180.9550	-187.8848	1.00830648
K37Bplus	1	5	2.5	0.5	3.1698	0	-180.9550	-187.8848	0.00280926
K37Bplus	1	6	1.5	0.5	3.6017	0	-180.9550	-187.8848	0.06770061
Ca36Bplus	1	3	1	1	1.1124	0	-153.7405	-165.5097	0.18603410
Ca36Bplus	1	4	1	1	1.6186	0	-153.7405	-165.5097	0.53529422
Ca36Bplus	1	10	1	1	3.3570	0	-153.7405	-165.5097	0.53529422
Ca36Bplus	1	12	0	2	4.2819	0	-153.7405	-165.5097	4.02339393
Ca36Bplus	1	20	1	1	5.9260	0	-153.7405	-165.5097	1.14443875
Ca37Bplus	1	1	1.5	0.5	0.0000	0	-168.5343	-180.9550	0.05605219
Ca37Bplus	1	2	0.5	0.5	1.3709	0	-168.5343	-180.9550	0.01254852
Ca37Bplus	1	4	2.5	0.5	2.7505	0	-168.5343	-180.9550	0.09967645
Ca37Bplus	1	5	2.5	0.5	3.2395	0	-168.5343	-180.9550	0.07737356
Ca38Bplus	1	2	0	1	0.1304	0	-185.5031	-193.0269	2.00028812
Ca38Bplus	1	3	1	0	0.4584	0	-185.5031	-193.0269	0.09740754
Ca38Bplus	1	4	1	0	1.6982	0	-185.5031	-193.0269	2.39107146
